train,speed,schedule,direction,station,distance,zone,time
448,normal,weekend,S,Hayward Park,354,2,9:52pm
448,normal,weekend,S,Hillsdale,391,2,9:55pm
448,normal,weekend,S,Belmont,428,2,9:58pm
448,normal,weekend,S,San Carlos,458,2,10:01pm
448,normal,weekend,S,Redwood City,499,2,10:07pm
448,normal,weekend,S,Atherton,543,3,10:11pm
448,normal,weekend,S,Menlo Park,574,3,10:14pm
448,normal,weekend,S,Palo Alto,604,3,10:17pm
448,normal,weekend,S,California Ave,649,3,10:21pm
448,normal,weekend,S,San Antonio,676,3,10:25pm
448,normal,weekend,S,Mountain View,702,3,10:29pm
448,normal,weekend,S,Sunnyvale,731,3,10:34pm
448,normal,weekend,S,Lawrence,757,4,10:38pm
448,normal,weekend,S,Santa Clara,805,4,10:43pm
448,normal,weekend,S,San Jose,862,4,10:51pm
450,normal,weekend,S,San Francisco,0,1,10:15pm
450,normal,weekend,S,22nd Street,40,1,10:20pm
450,normal,weekend,S,Bayshore,124,1,10:25pm
450,normal,weekend,S,So. San Francisco,178,1,10:31pm
450,normal,weekend,S,San Bruno,216,1,10:35pm
450,normal,weekend,S,Millbrae,249,2,10:39pm
450,normal,weekend,S,Broadway,280,2,10:43pm
450,normal,weekend,S,Burlingame,307,2,10:45pm
450,normal,weekend,S,San Mateo,334,2,10:49pm
450,normal,weekend,S,Hayward Park,354,2,10:52pm
450,normal,weekend,S,Hillsdale,391,2,10:55pm
450,normal,weekend,S,Belmont,428,2,10:58pm
450,normal,weekend,S,San Carlos,458,2,11:01pm
450,normal,weekend,S,Redwood City,499,2,11:07pm
450,normal,weekend,S,Atherton,543,3,11:11pm
450,normal,weekend,S,Menlo Park,574,3,11:14pm
450,normal,weekend,S,Palo Alto,604,3,11:17pm
450,normal,weekend,S,California Ave,649,3,11:21pm
450,normal,weekend,S,San Antonio,676,3,11:25pm
450,normal,weekend,S,Mountain View,702,3,11:29pm
450,normal,weekend,S,Sunnyvale,731,3,11:34pm
450,normal,weekend,S,Lawrence,757,4,11:38pm
450,normal,weekend,S,Santa Clara,805,4,11:43pm
450,normal,weekend,S,San Jose,862,4,11:51pm
454,normal,weekend,S,San Francisco,0,1,12:01am
454,normal,weekend,S,22nd Street,40,1,12:06am
454,normal,weekend,S,Bayshore,124,1,12:11am
454,normal,weekend,S,So. San Francisco,178,1,12:17am
454,normal,weekend,S,San Bruno,216,1,12:21am
454,normal,weekend,S,Millbrae,249,2,12:25am
454,normal,weekend,S,Broadway,280,2,12:29am
454,normal,weekend,S,Burlingame,307,2,12:31am
454,normal,weekend,S,San Mateo,334,2,12:35am
454,normal,weekend,S,Hayward Park,354,2,12:38am
454,normal,weekend,S,Hillsdale,391,2,12:41am
454,normal,weekend,S,Belmont,428,2,12:44am
454,normal,weekend,S,San Carlos,458,2,12:47am
454,normal,weekend,S,Redwood City,499,2,12:53am
454,normal,weekend,S,Atherton,543,3,12:57am
454,normal,weekend,S,Menlo Park,574,3,1:00am
454,normal,weekend,S,Palo Alto,604,3,1:03am
454,normal,weekend,S,California Ave,649,3,1:07am
454,normal,weekend,S,San Antonio,676,3,1:11am
454,normal,weekend,S,Mountain View,702,3,1:15am
454,normal,weekend,S,Sunnyvale,731,3,1:20am
454,normal,weekend,S,Lawrence,757,4,1:24am
454,normal,weekend,S,Santa Clara,805,4,1:29am
454,normal,weekend,S,San Jose,862,4,1:37am
101,normal,weekday,N,San Francisco,0,1,6:01am
101,normal,weekday,N,22nd Street,40,1,5:52am
101,normal,weekday,N,Bayshore,124,1,5:47am
101,normal,weekday,N,So. San Francisco,178,1,5:41am
101,normal,weekday,N,San Bruno,216,1,5:37am
101,normal,weekday,N,Millbrae,249,2,5:33am
101,normal,weekday,N,Burlingame,307,2,5:28am
101,normal,weekday,N,San Mateo,334,2,5:25am
101,normal,weekday,N,Hayward Park,354,2,5:22am
101,normal,weekday,N,Hillsdale,391,2,5:19am
101,normal,weekday,N,Belmont,428,2,5:16am
101,normal,weekday,N,San Carlos,458,2,5:13am
101,normal,weekday,N,Redwood City,499,2,5:09am
101,normal,weekday,N,Menlo Park,574,3,5:04am
101,normal,weekday,N,Palo Alto,604,3,5:01am
101,normal,weekday,N,California Ave,649,3,4:57am
101,normal,weekday,N,San Antonio,676,3,4:53am
101,normal,weekday,N,Mountain View,702,3,4:49am
101,normal,weekday,N,Sunnyvale,731,3,4:44am
101,normal,weekday,N,Lawrence,757,4,4:40am
101,normal,weekday,N,Santa Clara,805,4,4:35am
101,normal,weekday,N,San Jose,862,4,4:30am
103,normal,weekday,N,San Francisco,0,1,6:36am
103,normal,weekday,N,22nd Street,40,1,6:27am
103,normal,weekday,N,Bayshore,124,1,6:22am
103,normal,weekday,N,So. San Francisco,178,1,6:16am
103,normal,weekday,N,San Bruno,216,1,6:12am
103,normal,weekday,N,Millbrae,249,2,6:08am
103,normal,weekday,N,Burlingame,307,2,6:03am
103,normal,weekday,N,San Mateo,334,2,6:00am
103,normal,weekday,N,Hayward Park,354,2,5:57am
103,normal,weekday,N,Hillsdale,391,2,5:54am
103,normal,weekday,N,Belmont,428,2,5:51am
103,normal,weekday,N,San Carlos,458,2,5:48am
103,normal,weekday,N,Redwood City,499,2,5:44am
103,normal,weekday,N,Menlo Park,574,3,5:39am
103,normal,weekday,N,Palo Alto,604,3,5:36am
103,normal,weekday,N,California Ave,649,3,5:32am
103,normal,weekday,N,San Antonio,676,3,5:28am
103,normal,weekday,N,Mountain View,702,3,5:24am
103,normal,weekday,N,Sunnyvale,731,3,5:19am
103,normal,weekday,N,Lawrence,757,4,5:15am
103,normal,weekday,N,Santa Clara,805,4,5:10am
103,normal,weekday,N,San Jose,862,4,5:05am
103,normal,weekday,N,Tamien,906,4,4:58am
305,bullet,weekday,N,San Francisco,0,1,6:42am
305,bullet,weekday,N,Millbrae,249,2,6:24am
305,bullet,weekday,N,Hillsdale,391,2,6:16am
305,bullet,weekday,N,Palo Alto,604,3,6:05am
305,bullet,weekday,N,Mountain View,702,3,5:57am
305,bullet,weekday,N,San Jose,862,4,5:45am
207,limited,weekday,N,San Francisco,0,1,7:19am
207,limited,weekday,N,So. San Francisco,178,1,7:05am
207,limited,weekday,N,Millbrae,249,2,6:59am
207,limited,weekday,N,Hillsdale,391,2,6:51am
207,limited,weekday,N,Redwood City,499,2,6:45am
207,limited,weekday,N,Menlo Park,574,3,6:39am
207,limited,weekday,N,Palo Alto,604,3,6:36am
207,limited,weekday,N,California Ave,649,3,6:31am
207,limited,weekday,N,San Antonio,676,3,6:27am
207,limited,weekday,N,Mountain View,702,3,6:23am
207,limited,weekday,N,Sunnyvale,731,3,6:18am
207,limited,weekday,N,Lawrence,757,4,6:12am
207,limited,weekday,N,Santa Clara,805,4,6:02am
207,limited,weekday,N,San Jose,862,4,5:57am
207,limited,weekday,N,Tamien,906,4,5:50am
309,bullet,weekday,N,San Francisco,0,1,7:02am
309,bullet,weekday,N,Millbrae,249,2,6:45am
309,bullet,weekday,N,San Mateo,334,2,6:39am
309,bullet,weekday,N,Redwood City,499,2,6:30am
309,bullet,weekday,N,Palo Alto,604,3,6:23am
309,bullet,weekday,N,Sunnyvale,731,3,6:13am
309,bullet,weekday,N,San Jose,862,4,6:03am
309,bullet,weekday,N,Tamien,906,4,5:56am
211,limited,weekday,N,San Francisco,0,1,7:48am
211,limited,weekday,N,22nd Street,40,1,7:40am
211,limited,weekday,N,Bayshore,124,1,7:33am
211,limited,weekday,N,So. San Francisco,178,1,7:25am
211,limited,weekday,N,San Bruno,216,1,7:21am
211,limited,weekday,N,Millbrae,249,2,7:17am
211,limited,weekday,N,Burlingame,307,2,7:11am
211,limited,weekday,N,San Mateo,334,2,7:08am
211,limited,weekday,N,Hayward Park,354,2,7:05am
211,limited,weekday,N,Hillsdale,391,2,7:02am
211,limited,weekday,N,Belmont,428,2,6:58am
211,limited,weekday,N,San Carlos,458,2,6:55am
211,limited,weekday,N,Redwood City,499,2,6:51am
211,limited,weekday,N,Menlo Park,574,3,6:45am
211,limited,weekday,N,Mountain View,702,3,6:37am
211,limited,weekday,N,Santa Clara,805,4,6:27am
211,limited,weekday,N,San Jose,862,4,6:22am
313,bullet,weekday,N,San Francisco,0,1,7:42am
313,bullet,weekday,N,Millbrae,249,2,7:24am
313,bullet,weekday,N,Hillsdale,391,2,7:16am
313,bullet,weekday,N,Palo Alto,604,3,7:05am
313,bullet,weekday,N,Mountain View,702,3,6:57am
313,bullet,weekday,N,San Jose,862,4,6:45am
215,limited,weekday,N,San Francisco,0,1,7:57am
215,limited,weekday,N,San Bruno,216,1,7:42am
215,limited,weekday,N,Burlingame,307,2,7:35am
215,limited,weekday,N,San Mateo,334,2,7:32am
215,limited,weekday,N,Hillsdale,391,2,7:28am
215,limited,weekday,N,San Carlos,458,2,7:24am
215,limited,weekday,N,Palo Alto,604,3,7:16am
215,limited,weekday,N,California Ave,649,3,7:11am
215,limited,weekday,N,Mountain View,702,3,7:05am
215,limited,weekday,N,Sunnyvale,731,3,7:00am
215,limited,weekday,N,San Jose,862,4,6:50am
217,limited,weekday,N,San Francisco,0,1,8:19am
217,limited,weekday,N,So. San Francisco,178,1,8:05am
217,limited,weekday,N,Millbrae,249,2,7:59am
217,limited,weekday,N,Hillsdale,391,2,7:51am
217,limited,weekday,N,Redwood City,499,2,7:45am
217,limited,weekday,N,Menlo Park,574,3,7:39am
217,limited,weekday,N,Palo Alto,604,3,7:36am
217,limited,weekday,N,California Ave,649,3,7:31am
217,limited,weekday,N,San Antonio,676,3,7:27am
217,limited,weekday,N,Mountain View,702,3,7:23am
217,limited,weekday,N,Sunnyvale,731,3,7:18am
217,limited,weekday,N,Lawrence,757,4,7:12am
217,limited,weekday,N,Santa Clara,805,4,7:02am
217,limited,weekday,N,San Jose,862,4,6:57am
217,limited,weekday,N,Tamien,906,4,6:49am
217,limited,weekday,N,Capitol,939,5,6:41am
217,limited,weekday,N,Blossom Hill,966,5,6:35am
217,limited,weekday,N,Morgan Hill,997,6,6:22am
217,limited,weekday,N,San Martin,1021,6,6:16am
217,limited,weekday,N,Gilroy,1053,6,6:07am
319,bullet,weekday,N,San Francisco,0,1,8:02am
319,bullet,weekday,N,Millbrae,249,2,7:45am
319,bullet,weekday,N,San Mateo,334,2,7:39am
319,bullet,weekday,N,Redwood City,499,2,7:30am
319,bullet,weekday,N,Palo Alto,604,3,7:23am
319,bullet,weekday,N,Sunnyvale,731,3,7:13am
319,bullet,weekday,N,San Jose,862,4,7:03am
319,bullet,weekday,N,Tamien,906,4,6:56am
221,limited,weekday,N,San Francisco,0,1,8:48am
221,limited,weekday,N,22nd Street,40,1,8:40am
221,limited,weekday,N,Bayshore,124,1,8:33am
221,limited,weekday,N,So. San Francisco,178,1,8:25am
221,limited,weekday,N,San Bruno,216,1,8:21am
221,limited,weekday,N,Millbrae,249,2,8:17am
221,limited,weekday,N,Burlingame,307,2,8:11am
221,limited,weekday,N,San Mateo,334,2,8:08am
221,limited,weekday,N,Hayward Park,354,2,8:05am
221,limited,weekday,N,Hillsdale,391,2,8:02am
221,limited,weekday,N,Belmont,428,2,7:58am
221,limited,weekday,N,San Carlos,458,2,7:55am
221,limited,weekday,N,Redwood City,499,2,7:51am
221,limited,weekday,N,Menlo Park,574,3,7:45am
221,limited,weekday,N,Mountain View,702,3,7:37am
221,limited,weekday,N,Lawrence,757,4,7:30am
221,limited,weekday,N,Santa Clara,805,4,7:25am
221,limited,weekday,N,San Jose,862,4,7:20am
221,limited,weekday,N,Tamien,906,4,7:12am
221,limited,weekday,N,Capitol,939,5,7:04am
221,limited,weekday,N,Blossom Hill,966,5,6:58am
221,limited,weekday,N,Morgan Hill,997,6,6:45am
221,limited,weekday,N,San Martin,1021,6,6:39am
221,limited,weekday,N,Gilroy,1053,6,6:30am
323,bullet,weekday,N,San Francisco,0,1,8:42am
323,bullet,weekday,N,Millbrae,249,2,8:24am
323,bullet,weekday,N,Hillsdale,391,2,8:16am
323,bullet,weekday,N,Palo Alto,604,3,8:05am
323,bullet,weekday,N,Mountain View,702,3,7:57am
323,bullet,weekday,N,San Jose,862,4,7:45am
225,limited,weekday,N,San Francisco,0,1,8:57am
225,limited,weekday,N,San Bruno,216,1,8:42am
225,limited,weekday,N,Burlingame,307,2,8:35am
225,limited,weekday,N,San Mateo,334,2,8:32am
225,limited,weekday,N,Hillsdale,391,2,8:28am
225,limited,weekday,N,San Carlos,458,2,8:24am
225,limited,weekday,N,Palo Alto,604,3,8:16am
225,limited,weekday,N,California Ave,649,3,8:11am
225,limited,weekday,N,Mountain View,702,3,8:05am
225,limited,weekday,N,Sunnyvale,731,3,8:00am
225,limited,weekday,N,San Jose,862,4,7:50am
227,limited,weekday,N,San Francisco,0,1,9:19am
227,limited,weekday,N,So. San Francisco,178,1,9:05am
227,limited,weekday,N,Millbrae,249,2,8:59am
227,limited,weekday,N,Hillsdale,391,2,8:51am
227,limited,weekday,N,Redwood City,499,2,8:45am
227,limited,weekday,N,Menlo Park,574,3,8:39am
227,limited,weekday,N,Palo Alto,604,3,8:36am
227,limited,weekday,N,California Ave,649,3,8:31am
227,limited,weekday,N,San Antonio,676,3,8:27am
227,limited,weekday,N,Mountain View,702,3,8:23am
227,limited,weekday,N,Sunnyvale,731,3,8:18am
227,limited,weekday,N,Lawrence,757,4,8:12am
227,limited,weekday,N,Santa Clara,805,4,8:02am
227,limited,weekday,N,College Park,833,4,7:58am
227,limited,weekday,N,San Jose,862,4,7:55am
227,limited,weekday,N,Tamien,906,4,7:47am
227,limited,weekday,N,Capitol,939,5,7:39am
227,limited,weekday,N,Blossom Hill,966,5,7:33am
227,limited,weekday,N,Morgan Hill,997,6,7:20am
227,limited,weekday,N,San Martin,1021,6,7:14am
227,limited,weekday,N,Gilroy,1053,6,7:05am
329,bullet,weekday,N,San Francisco,0,1,9:02am
329,bullet,weekday,N,Millbrae,249,2,8:45am
329,bullet,weekday,N,San Mateo,334,2,8:39am
329,bullet,weekday,N,Redwood City,499,2,8:30am
329,bullet,weekday,N,Palo Alto,604,3,8:23am
329,bullet,weekday,N,Sunnyvale,731,3,8:13am
329,bullet,weekday,N,San Jose,862,4,8:03am
329,bullet,weekday,N,Tamien,906,4,7:56am
231,limited,weekday,N,San Francisco,0,1,9:45am
231,limited,weekday,N,22nd Street,40,1,9:37am
231,limited,weekday,N,Bayshore,124,1,9:31am
231,limited,weekday,N,So. San Francisco,178,1,9:25am
231,limited,weekday,N,San Bruno,216,1,9:21am
231,limited,weekday,N,Millbrae,249,2,9:17am
231,limited,weekday,N,Burlingame,307,2,9:11am
231,limited,weekday,N,San Mateo,334,2,9:08am
231,limited,weekday,N,Hayward Park,354,2,9:05am
231,limited,weekday,N,Hillsdale,391,2,9:02am
231,limited,weekday,N,Belmont,428,2,8:58am
231,limited,weekday,N,San Carlos,458,2,8:55am
231,limited,weekday,N,Redwood City,499,2,8:51am
231,limited,weekday,N,Menlo Park,574,3,8:45am
231,limited,weekday,N,Mountain View,702,3,8:37am
231,limited,weekday,N,Santa Clara,805,4,8:27am
231,limited,weekday,N,San Jose,862,4,8:22am
233,limited,weekday,N,San Francisco,0,1,10:02am
233,limited,weekday,N,San Bruno,216,1,9:45am
233,limited,weekday,N,Millbrae,249,2,9:41am
233,limited,weekday,N,Burlingame,307,2,9:36am
233,limited,weekday,N,San Mateo,334,2,9:33am
233,limited,weekday,N,Hillsdale,391,2,9:29am
233,limited,weekday,N,Belmont,428,2,9:26am
233,limited,weekday,N,San Carlos,458,2,9:23am
233,limited,weekday,N,Redwood City,499,2,9:19am
233,limited,weekday,N,Menlo Park,574,3,9:14am
233,limited,weekday,N,Palo Alto,604,3,9:11am
233,limited,weekday,N,California Ave,649,3,9:07am
233,limited,weekday,N,San Antonio,676,3,9:03am
233,limited,weekday,N,Mountain View,702,3,8:59am
233,limited,weekday,N,Sunnyvale,731,3,8:54am
233,limited,weekday,N,Lawrence,757,4,8:50am
233,limited,weekday,N,Santa Clara,805,4,8:45am
233,limited,weekday,N,San Jose,862,4,8:40am
233,limited,weekday,N,Tamien,906,4,8:33am
135,normal,weekday,N,San Francisco,0,1,10:41am
135,normal,weekday,N,22nd Street,40,1,10:32am
135,normal,weekday,N,Bayshore,124,1,10:27am
135,normal,weekday,N,So. San Francisco,178,1,10:21am
135,normal,weekday,N,San Bruno,216,1,10:17am
135,normal,weekday,N,Millbrae,249,2,10:13am
135,normal,weekday,N,Burlingame,307,2,10:08am
135,normal,weekday,N,San Mateo,334,2,10:05am
135,normal,weekday,N,Hayward Park,354,2,10:02am
135,normal,weekday,N,Hillsdale,391,2,9:59am
135,normal,weekday,N,Belmont,428,2,9:56am
135,normal,weekday,N,San Carlos,458,2,9:53am
135,normal,weekday,N,Redwood City,499,2,9:49am
135,normal,weekday,N,Menlo Park,574,3,9:44am
135,normal,weekday,N,Palo Alto,604,3,9:41am
135,normal,weekday,N,California Ave,649,3,9:37am
135,normal,weekday,N,San Antonio,676,3,9:33am
135,normal,weekday,N,Mountain View,702,3,9:29am
135,normal,weekday,N,Sunnyvale,731,3,9:24am
135,normal,weekday,N,Lawrence,757,4,9:20am
135,normal,weekday,N,Santa Clara,805,4,9:15am
135,normal,weekday,N,San Jose,862,4,9:10am
237,limited,weekday,N,San Francisco,0,1,11:02am
237,limited,weekday,N,San Bruno,216,1,10:45am
237,limited,weekday,N,Millbrae,249,2,10:41am
237,limited,weekday,N,Burlingame,307,2,10:36am
237,limited,weekday,N,San Mateo,334,2,10:33am
237,limited,weekday,N,Hillsdale,391,2,10:29am
237,limited,weekday,N,Belmont,428,2,10:26am
237,limited,weekday,N,San Carlos,458,2,10:23am
237,limited,weekday,N,Redwood City,499,2,10:19am
237,limited,weekday,N,Menlo Park,574,3,10:14am
237,limited,weekday,N,Palo Alto,604,3,10:11am
237,limited,weekday,N,California Ave,649,3,10:07am
237,limited,weekday,N,San Antonio,676,3,10:03am
237,limited,weekday,N,Mountain View,702,3,9:59am
237,limited,weekday,N,Sunnyvale,731,3,9:54am
237,limited,weekday,N,Lawrence,757,4,9:50am
237,limited,weekday,N,Santa Clara,805,4,9:45am
237,limited,weekday,N,San Jose,862,4,9:40am
237,limited,weekday,N,Tamien,906,4,9:33am
139,normal,weekday,N,San Francisco,0,1,11:41am
139,normal,weekday,N,22nd Street,40,1,11:32am
139,normal,weekday,N,Bayshore,124,1,11:27am
139,normal,weekday,N,So. San Francisco,178,1,11:21am
139,normal,weekday,N,San Bruno,216,1,11:17am
139,normal,weekday,N,Millbrae,249,2,11:13am
139,normal,weekday,N,Burlingame,307,2,11:08am
139,normal,weekday,N,San Mateo,334,2,11:05am
139,normal,weekday,N,Hayward Park,354,2,11:02am
139,normal,weekday,N,Hillsdale,391,2,10:59am
139,normal,weekday,N,Belmont,428,2,10:56am
139,normal,weekday,N,San Carlos,458,2,10:53am
139,normal,weekday,N,Redwood City,499,2,10:49am
139,normal,weekday,N,Menlo Park,574,3,10:44am
139,normal,weekday,N,Palo Alto,604,3,10:41am
139,normal,weekday,N,California Ave,649,3,10:37am
139,normal,weekday,N,San Antonio,676,3,10:33am
139,normal,weekday,N,Mountain View,702,3,10:29am
139,normal,weekday,N,Sunnyvale,731,3,10:24am
139,normal,weekday,N,Lawrence,757,4,10:20am
139,normal,weekday,N,Santa Clara,805,4,10:15am
139,normal,weekday,N,San Jose,862,4,10:10am
143,normal,weekday,N,San Francisco,0,1,12:41pm
143,normal,weekday,N,22nd Street,40,1,12:32pm
143,normal,weekday,N,Bayshore,124,1,12:27pm
143,normal,weekday,N,So. San Francisco,178,1,12:21pm
143,normal,weekday,N,San Bruno,216,1,12:17pm
143,normal,weekday,N,Millbrae,249,2,12:13pm
143,normal,weekday,N,Burlingame,307,2,12:08pm
143,normal,weekday,N,San Mateo,334,2,12:05pm
143,normal,weekday,N,Hayward Park,354,2,12:02pm
143,normal,weekday,N,Hillsdale,391,2,11:59am
143,normal,weekday,N,Belmont,428,2,11:56am
143,normal,weekday,N,San Carlos,458,2,11:53am
143,normal,weekday,N,Redwood City,499,2,11:49am
143,normal,weekday,N,Menlo Park,574,3,11:44am
143,normal,weekday,N,Palo Alto,604,3,11:41am
143,normal,weekday,N,California Ave,649,3,11:37am
143,normal,weekday,N,San Antonio,676,3,11:33am
143,normal,weekday,N,Mountain View,702,3,11:29am
143,normal,weekday,N,Sunnyvale,731,3,11:24am
143,normal,weekday,N,Lawrence,757,4,11:20am
143,normal,weekday,N,Santa Clara,805,4,11:15am
143,normal,weekday,N,San Jose,862,4,11:10am
147,normal,weekday,N,San Francisco,0,1,1:41pm
147,normal,weekday,N,22nd Street,40,1,1:32pm
147,normal,weekday,N,Bayshore,124,1,1:27pm
147,normal,weekday,N,So. San Francisco,178,1,1:21pm
147,normal,weekday,N,San Bruno,216,1,1:17pm
147,normal,weekday,N,Millbrae,249,2,1:13pm
147,normal,weekday,N,Burlingame,307,2,1:08pm
147,normal,weekday,N,San Mateo,334,2,1:05pm
147,normal,weekday,N,Hayward Park,354,2,1:02pm
147,normal,weekday,N,Hillsdale,391,2,12:59pm
147,normal,weekday,N,Belmont,428,2,12:56pm
147,normal,weekday,N,San Carlos,458,2,12:53pm
147,normal,weekday,N,Redwood City,499,2,12:49pm
147,normal,weekday,N,Menlo Park,574,3,12:44pm
147,normal,weekday,N,Palo Alto,604,3,12:41pm
147,normal,weekday,N,California Ave,649,3,12:37pm
147,normal,weekday,N,San Antonio,676,3,12:33pm
147,normal,weekday,N,Mountain View,702,3,12:29pm
147,normal,weekday,N,Sunnyvale,731,3,12:24pm
147,normal,weekday,N,Lawrence,757,4,12:20pm
147,normal,weekday,N,Santa Clara,805,4,12:15pm
147,normal,weekday,N,San Jose,862,4,12:10pm
151,normal,weekday,N,San Francisco,0,1,2:41pm
151,normal,weekday,N,22nd Street,40,1,2:32pm
151,normal,weekday,N,Bayshore,124,1,2:27pm
151,normal,weekday,N,So. San Francisco,178,1,2:21pm
151,normal,weekday,N,San Bruno,216,1,2:17pm
151,normal,weekday,N,Millbrae,249,2,2:13pm
151,normal,weekday,N,Burlingame,307,2,2:08pm
151,normal,weekday,N,San Mateo,334,2,2:05pm
151,normal,weekday,N,Hayward Park,354,2,2:02pm
151,normal,weekday,N,Hillsdale,391,2,1:59pm
151,normal,weekday,N,Belmont,428,2,1:56pm
151,normal,weekday,N,San Carlos,458,2,1:53pm
151,normal,weekday,N,Redwood City,499,2,1:49pm
151,normal,weekday,N,Menlo Park,574,3,1:44pm
151,normal,weekday,N,Palo Alto,604,3,1:41pm
151,normal,weekday,N,California Ave,649,3,1:37pm
151,normal,weekday,N,San Antonio,676,3,1:33pm
151,normal,weekday,N,Mountain View,702,3,1:29pm
151,normal,weekday,N,Sunnyvale,731,3,1:24pm
151,normal,weekday,N,Lawrence,757,4,1:20pm
151,normal,weekday,N,Santa Clara,805,4,1:15pm
151,normal,weekday,N,San Jose,862,4,1:10pm
155,normal,weekday,N,San Francisco,0,1,3:41pm
155,normal,weekday,N,22nd Street,40,1,3:32pm
155,normal,weekday,N,Bayshore,124,1,3:27pm
155,normal,weekday,N,So. San Francisco,178,1,3:21pm
155,normal,weekday,N,San Bruno,216,1,3:17pm
155,normal,weekday,N,Millbrae,249,2,3:13pm
155,normal,weekday,N,Burlingame,307,2,3:08pm
155,normal,weekday,N,San Mateo,334,2,3:05pm
155,normal,weekday,N,Hayward Park,354,2,3:02pm
155,normal,weekday,N,Hillsdale,391,2,2:59pm
155,normal,weekday,N,Belmont,428,2,2:56pm
155,normal,weekday,N,San Carlos,458,2,2:53pm
155,normal,weekday,N,Redwood City,499,2,2:49pm
155,normal,weekday,N,Menlo Park,574,3,2:44pm
155,normal,weekday,N,Palo Alto,604,3,2:41pm
155,normal,weekday,N,California Ave,649,3,2:37pm
155,normal,weekday,N,San Antonio,676,3,2:33pm
155,normal,weekday,N,Mountain View,702,3,2:29pm
155,normal,weekday,N,Sunnyvale,731,3,2:24pm
155,normal,weekday,N,Lawrence,757,4,2:20pm
155,normal,weekday,N,Santa Clara,805,4,2:15pm
155,normal,weekday,N,San Jose,862,4,2:10pm
257,limited,weekday,N,San Francisco,0,1,4:02pm
257,limited,weekday,N,San Bruno,216,1,3:45pm
257,limited,weekday,N,Millbrae,249,2,3:41pm
257,limited,weekday,N,Burlingame,307,2,3:36pm
257,limited,weekday,N,San Mateo,334,2,3:33pm
257,limited,weekday,N,Hillsdale,391,2,3:29pm
257,limited,weekday,N,Belmont,428,2,3:26pm
257,limited,weekday,N,San Carlos,458,2,3:23pm
257,limited,weekday,N,Redwood City,499,2,3:19pm
257,limited,weekday,N,Menlo Park,574,3,3:14pm
257,limited,weekday,N,Palo Alto,604,3,3:11pm
257,limited,weekday,N,California Ave,649,3,3:07pm
257,limited,weekday,N,San Antonio,676,3,3:03pm
257,limited,weekday,N,Mountain View,702,3,2:59pm
257,limited,weekday,N,Sunnyvale,731,3,2:54pm
257,limited,weekday,N,Lawrence,757,4,2:50pm
257,limited,weekday,N,Santa Clara,805,4,2:45pm
257,limited,weekday,N,San Jose,862,4,2:40pm
257,limited,weekday,N,Tamien,906,4,2:33pm
159,normal,weekday,N,San Francisco,0,1,4:38pm
159,normal,weekday,N,22nd Street,40,1,4:29pm
159,normal,weekday,N,Bayshore,124,1,4:24pm
159,normal,weekday,N,So. San Francisco,178,1,4:18pm
159,normal,weekday,N,San Bruno,216,1,4:14pm
159,normal,weekday,N,Millbrae,249,2,4:10pm
159,normal,weekday,N,Burlingame,307,2,4:05pm
159,normal,weekday,N,San Mateo,334,2,4:02pm
159,normal,weekday,N,Hayward Park,354,2,3:59pm
159,normal,weekday,N,Hillsdale,391,2,3:56pm
159,normal,weekday,N,Belmont,428,2,3:53pm
159,normal,weekday,N,San Carlos,458,2,3:50pm
